prime,target,clarity,prime_correct,prime_predicted,target_correct,target_predicted,target_prob,max_target_activation,max_winner_activation,n400_mean,n400_peak,n400_final,semantic_sim,semantic_condition,true_similarity
promise,promise,noisy,True,promise,False,boredom,0.001205803477205336,0.0009677667403593659,0.01480273250490427,0.02063395567983389,0.025847379118204117,0.025847379118204117,0.6469197273254395,same,1.0
pronoun,pronoun,clear,True,pronoun,True,pronoun,0.001261224620975554,0.04589879512786865,0.04589879512786865,0.013267849157098681,0.030879292637109756,0.030879292637109756,0.8922622799873352,same,1.0
pronoun,pronoun,noisy,True,pronoun,False,iron,0.0012086285278201103,0.0033004977740347385,0.022395960986614227,0.020635328851640225,0.027207791805267334,0.027207791805267334,0.6092745661735535,same,1.0
prophet,prophet,clear,False,crisis,True,prophet,0.0012533777626231313,0.039611995220184326,0.039611995220184326,0.013732420672662556,0.031560491770505905,0.031560491770505905,0.9123649597167969,same,1.0
prophet,prophet,noisy,False,crisis,False,retreat,0.0012058287393301725,0.0013543490786105394,0.01812858320772648,0.022256153592839837,0.028965305536985397,0.028965305536985397,0.56199049949646,same,1.0
protest,protest,clear,True,protest,True,protest,0.001286677666939795,0.0658370703458786,0.0658370703458786,0.01779976815916598,0.03898652642965317,0.03898652642965317,0.9262211322784424,same,1.0
protest,protest,noisy,True,protest,False,princess,0.0012167510576546192,0.009068085812032223,0.019716380164027214,0.02271521609649062,0.029031917452812195,0.029031917452812195,0.6744748950004578,same,1.0
public,public,clear,True,public,True,public,0.0012347360607236624,0.0246229600161314,0.0246229600161314,0.010122945928014816,0.022209148854017258,0.022209148854017258,0.9121899604797363,same,1.0
public,public,noisy,True,public,False,bouquet,0.0012059045257046819,0.0003103701747022569,0.02021540142595768,0.02027082439046353,0.02467288076877594,0.02467288076877594,0.6610565781593323,same,1.0
pudding,pudding,clear,True,pudding,True,pudding,0.0012528663501143456,0.03922833129763603,0.03922833129763603,0.012272126915398985,0.027929123491048813,0.027929123491048813,0.9114964008331299,same,1.0
pudding,pudding,noisy,True,pudding,False,flashlight,0.0012059235014021397,0.000549716001842171,0.015651345252990723,0.020418256482109428,0.025551853701472282,0.025551853701472282,0.5953619480133057,same,1.0
puddle,puddle,clear,False,riddle,False,riddle,0.0012558996677398682,0.04161681607365608,0.04618847742676735,0.010391091636847705,0.02536618709564209,0.02536618709564209,0.8775516748428345,same,1.0
puddle,puddle,noisy,False,riddle,False,spinach,0.0012057606363669038,0.0002449001476634294,0.01817798800766468,0.020356526427902283,0.027628734707832336,0.027628734707832336,0.5373849868774414,same,1.0
puppy,puppy,clear,True,puppy,True,puppy,0.0012795733055099845,0.06024157255887985,0.06024157255887985,0.011081165516283364,0.026784762740135193,0.026784762740135193,0.8845323324203491,same,1.0
puppy,puppy,noisy,True,puppy,False,buyer,0.0012058066204190254,0.0006995388539507985,0.012309784069657326,0.018237318083643914,0.02375056967139244,0.02375056967139244,0.5634724497795105,same,1.0
purpose,purpose,clear,True,purpose,True,purpose,0.001259306794963777,0.04435069113969803,0.04435069113969803,0.011071698759216816,0.026317711919546127,0.026317711919546127,0.8984295725822449,same,1.0
purpose,purpose,noisy,True,purpose,False,dentist,0.0012057803105562925,0.00024393097555730492,0.022303540259599686,0.020700817797333,0.02778863161802292,0.02778863161802292,0.5052474737167358,same,1.0
puzzle,puzzle,clear,True,puzzle,True,puzzle,0.0012491166125983,0.03617766872048378,0.03617766872048378,0.009504840611480176,0.022225873544812202,0.022225873544812202,0.8891210556030273,same,1.0
puzzle,puzzle,noisy,True,puzzle,False,chisel,0.001205763895995915,0.0005775297759100795,0.009684721939265728,0.01765870231203735,0.02341305837035179,0.02341305837035179,0.5817375183105469,same,1.0
quarrel,quarrel,clear,True,quarrel,True,quarrel,0.001283668098039925,0.06348635256290436,0.06348635256290436,0.013729141973890364,0.03303402289748192,0.03303402289748192,0.913942277431488,same,1.0
quarrel,quarrel,noisy,True,quarrel,False,mattress,0.0012131166877225041,0.005909062922000885,0.031743090599775314,0.01937584736198187,0.0231708362698555,0.0231708362698555,0.704959511756897,same,1.0
quarter,quarter,clear,True,quarter,True,quarter,0.0012447974877431989,0.03276652470231056,0.03276652470231056,0.010849465426057577,0.025600600987672806,0.025600600987672806,0.8977785706520081,same,1.0
quarter,quarter,noisy,True,quarter,False,empty,0.0012058120919391513,0.0005999885615892708,0.020362691953778267,0.01931684232596308,0.02663721889257431,0.02663721889257431,0.5232318639755249,same,1.0
question,question,clear,True,question,True,question,0.0013206436997279525,0.0918884426355362,0.0918884426355362,0.014267074276693166,0.03343072533607483,0.03343072533607483,0.9113819003105164,same,1.0
question,question,noisy,True,question,True,question,0.0012361500412225723,0.024856530129909515,0.024856530129909515,0.0185583527861163,0.022663859650492668,0.022663859650492668,0.7190913558006287,same,1.0
quiet,quiet,clear,True,quiet,True,quiet,0.0012740384554490447,0.05592525750398636,0.05592525750398636,0.010939376424532384,0.02608257159590721,0.02608257159590721,0.9001569747924805,same,1.0
quiet,quiet,noisy,True,quiet,False,empty,0.0012057628482580185,0.0004884303198195994,0.018106676638126373,0.01767197828553617,0.023291252553462982,0.023291252553462982,0.5552965998649597,same,1.0
rabbi,rabbi,clear,True,rabbi,True,rabbi,0.0012752583716064692,0.05687480792403221,0.05687480792403221,0.010855528212152422,0.02604161947965622,0.02604161947965622,0.8969332575798035,same,1.0
rabbi,rabbi,noisy,True,rabbi,False,autumn,0.001205968321301043,0.0003254917683079839,0.016823794692754745,0.018070873516611755,0.02217889577150345,0.02217889577150345,0.575880229473114,same,1.0
rabbit,rabbit,clear,True,rabbit,True,rabbit,0.001269802451133728,0.05260937660932541,0.05260937660932541,0.01181198690040037,0.028289837762713432,0.028289837762713432,0.9047332406044006,same,1.0
rabbit,rabbit,noisy,True,rabbit,False,teacher,0.0012058420106768608,0.0003392888465896249,0.014406362548470497,0.018636218032799662,0.02339508756995201,0.02339508756995201,0.5817365050315857,same,1.0
racket,racket,clear,True,racket,True,racket,0.0012609094846993685,0.04559338837862015,0.04559338837862015,0.011917257034685463,0.02967776358127594,0.02967776358127594,0.8890155553817749,same,1.0
racket,racket,noisy,True,racket,False,trial,0.001205804175697267,0.0008379106875509024,0.013093898072838783,0.018262109212577343,0.024297218769788742,0.024297218769788742,0.578586220741272,same,1.0
radish,radish,clear,False,rating,False,rating,0.0012423527659848332,0.030780592933297157,0.0423731729388237,0.010746730161365122,0.02521529607474804,0.02521529607474804,0.8977519273757935,same,1.0
radish,radish,noisy,False,rating,False,transfer,0.0012064001057296991,0.0017951912013813853,0.01722170226275921,0.01919116345886141,0.025556564331054688,0.025556564331054688,0.5481911897659302,same,1.0
railroad,railroad,clear,True,railroad,True,railroad,0.0012396351667121053,0.02862200327217579,0.02862200327217579,0.011278193462640047,0.025163423269987106,0.025163423269987106,0.9231257438659668,same,1.0
railroad,railroad,noisy,True,railroad,False,boredom,0.0012060445733368397,0.001981401350349188,0.022527672350406647,0.01794957933574915,0.02302020788192749,0.02302020788192749,0.6889841556549072,same,1.0
rating,rating,clear,True,rating,True,rating,0.0013119971845299006,0.08528155833482742,0.08528155833482742,0.0176385146798566,0.044639308005571365,0.044639308005571365,0.9057309031486511,same,1.0
rating,rating,noisy,True,rating,False,judgement,0.0012057352578267455,0.0005047420272603631,0.0156265739351511,0.02070841701235622,0.027518071234226227,0.027518071234226227,0.540012538433075,same,1.0
ration,ration,clear,False,rating,False,rating,0.0012315764324739575,0.022075701504945755,0.02751408889889717,0.009772824933286756,0.022521164268255234,0.022521164268255234,0.9059299826622009,same,1.0
ration,ration,noisy,False,rating,False,carol,0.0012059308355674148,0.0008823501411825418,0.013095822185277939,0.019003237473778425,0.024302281439304352,0.024302281439304352,0.5292892456054688,same,1.0
razor,razor,clear,True,razor,True,razor,0.001245234627276659,0.03309597820043564,0.03309597820043564,0.010696134377736598,0.024768372997641563,0.024768372997641563,0.9080326557159424,same,1.0
razor,razor,noisy,True,razor,False,appeal,0.0012058699503540993,0.000499668822158128,0.010302555747330189,0.01832558077760041,0.022539649158716202,0.022539649158716202,0.5958775281906128,same,1.0
reading,reading,clear,True,reading,True,reading,0.0013456267770379782,0.11054126173257828,0.11054126173257828,0.018730725802015513,0.04785464331507683,0.04785464331507683,0.9114013314247131,same,1.0
reading,reading,noisy,True,reading,False,empty,0.0012058222200721502,0.0013552531599998474,0.01211591623723507,0.01787798176985234,0.02258767932653427,0.02258767932653427,0.7020511627197266,same,1.0
real,real,clear,True,real,True,real,0.0012849472695961595,0.06447998434305191,0.06447998434305191,0.019061887815129012,0.043645258992910385,0.043645258992910385,0.9409898519515991,same,1.0
real,real,noisy,True,real,False,childhood,0.0012150539550930262,0.007569517008960247,0.018809355795383453,0.02054366426449269,0.025386372581124306,0.025386372581124306,0.6957441568374634,same,1.0
reason,reason,clear,True,reason,True,reason,0.0012601781636476517,0.04501386731863022,0.04501386731863022,0.014802324119955301,0.03565438091754913,0.03565438091754913,0.911525309085846,same,1.0
reason,reason,noisy,True,reason,False,traveller,0.0012057713465765119,0.00029363686917349696,0.014441296458244324,0.02106585548631847,0.027477242052555084,0.027477242052555084,0.5240001678466797,same,1.0
recall,recall,clear,False,recess,False,recess,0.001236509531736374,0.026068532839417458,0.02627411112189293,0.011031238747760654,0.02586887776851654,0.02586887776851654,0.9115363359451294,same,1.0
recall,recall,noisy,False,recess,False,hamster,0.0012058824067935348,0.0002270611294079572,0.02316763810813427,0.020330623615533113,0.026691081002354622,0.026691081002354622,0.5031801462173462,same,1.0
receipt,receipt,clear,False,insight,False,insight,0.0012654716847464442,0.04919956997036934,0.054366227239370346,0.015066527826245874,0.03656366467475891,0.03656366467475891,0.897253155708313,same,1.0
receipt,receipt,noisy,False,insight,False,command,0.0012058101128786802,0.00017581135034561157,0.026240941137075424,0.0220500149615109,0.02937183901667595,0.02937183901667595,0.514276921749115,same,1.0
recess,recess,clear,True,recess,True,recess,0.0012629340635612607,0.04720377177000046,0.04720377177000046,0.014088471619412303,0.03424534201622009,0.03424534201622009,0.9116413593292236,same,1.0
recess,recess,noisy,True,recess,False,body,0.0012059052241966128,0.00135855283588171,0.014945766888558865,0.021395790852606296,0.027391226962208748,0.027391226962208748,0.5362045168876648,same,1.0
record,record,clear,True,record,True,record,0.0013311468064785004,0.09972766786813736,0.09972766786813736,0.01774871823983267,0.043424177914857864,0.043424177914857864,0.9102512001991272,same,1.0
record,record,noisy,True,record,False,empty,0.0012058550491929054,0.0002361027873121202,0.015447682701051235,0.021924084726721048,0.027855252847075462,0.027855252847075462,0.5690368413925171,same,1.0
recruit,recruit,clear,True,recruit,True,recruit,0.0012617612956091762,0.046321313828229904,0.046321313828229904,0.01552184665715322,0.0372915118932724,0.0372915118932724,0.9205227494239807,same,1.0
recruit,recruit,noisy,True,recruit,False,control,0.001205796841531992,0.00028997354093007743,0.02163637802004814,0.02297376077156514,0.02861984819173813,0.02861984819173813,0.5528863668441772,same,1.0
reflex,reflex,clear,True,reflex,True,reflex,0.0012814289657399058,0.06176205724477768,0.06176205724477768,0.01512020198116079,0.03357534855604172,0.03357534855604172,0.9244009852409363,same,1.0
reflex,reflex,noisy,True,reflex,False,landscape,0.0012194166192784905,0.011089751496911049,0.016705920919775963,0.022040554959326983,0.026067113503813744,0.026067113503813744,0.7133154273033142,same,1.0
refrain,refrain,clear,True,refrain,True,refrain,0.0012952390825375915,0.07247469574213028,0.07247469574213028,0.018922746671829374,0.0474838986992836,0.0474838986992836,0.9187305569648743,same,1.0
refrain,refrain,noisy,True,refrain,False,surprise,0.0012059691362082958,0.0001610015897313133,0.019674891605973244,0.02289303687028587,0.02811267226934433,0.02811267226934433,0.6238292455673218,same,1.0
refuse,refuse,clear,True,refuse,True,refuse,0.0012539465678855777,0.04008670896291733,0.04008670896291733,0.013676247634924948,0.031826380640268326,0.031826380640268326,0.9203994274139404,same,1.0
refuse,refuse,noisy,True,refuse,False,hamster,0.0012060552835464478,0.00014587414625566453,0.016319721937179565,0.0230875747166574,0.027285169810056686,0.027285169810056686,0.5339283347129822,same,1.0
regret,regret,clear,True,regret,True,regret,0.0013311438960954547,0.09977702051401138,0.09977702051401138,0.01916029984364286,0.046474389731884,0.046474389731884,0.9212897419929504,same,1.0
regret,regret,noisy,True,regret,False,retreat,0.0012110574170947075,0.00426364503800869,0.011179972440004349,0.022695321310311555,0.026302911341190338,0.026302911341190338,0.7290974855422974,same,1.0
relief,relief,clear,True,relief,True,relief,0.0012710330775007606,0.053611524403095245,0.053611524403095245,0.014332441381178796,0.0352797769010067,0.0352797769010067,0.8985159993171692,same,1.0
relief,relief,noisy,True,relief,False,buyer,0.0012059042928740382,0.0001601942494744435,0.025807831436395645,0.02099129796400666,0.026724282652139664,0.026724282652139664,0.5482668876647949,same,1.0
remark,remark,clear,True,remark,True,remark,0.0012606846867129207,0.0454382561147213,0.0454382561147213,0.013738404479809105,0.03178950026631355,0.03178950026631355,0.9167239665985107,same,1.0
remark,remark,noisy,True,remark,False,friendship,0.0012057620333507657,0.0015131788095459342,0.022026369348168373,0.020993668203242125,0.026559222489595413,0.026559222489595413,0.6652771234512329,same,1.0
repair,repair,clear,True,repair,True,repair,0.001316104200668633,0.08842092007398605,0.08842092007398605,0.018342236668337137,0.04622086510062218,0.04622086510062218,0.9092271327972412,same,1.0
repair,repair,noisy,True,repair,False,weather,0.001220604288391769,0.012211186811327934,0.020638655871152878,0.021264545570127667,0.02848655730485916,0.02848655730485916,0.5685875415802002,same,1.0
reptile,reptile,clear,True,reptile,True,reptile,0.0012528568040579557,0.03920688480138779,0.03920688480138779,0.010266289677470923,0.023790257051587105,0.023790257051587105,0.9095158576965332,same,1.0
reptile,reptile,noisy,True,reptile,False,napkin,0.0012067946372553706,0.002300939755514264,0.02088574878871441,0.01709421055857092,0.021567117422819138,0.021567117422819138,0.6627767086029053,same,1.0
rescue,rescue,clear,True,rescue,True,rescue,0.0012886814074590802,0.06737896800041199,0.06737896800041199,0.015532627955079079,0.03858596086502075,0.03858596086502075,0.9142471551895142,same,1.0
rescue,rescue,noisy,True,rescue,False,closet,0.0012058289721608162,0.0005780128994956613,0.01906578801572323,0.021769900104030966,0.027869567275047302,0.027869567275047302,0.59986811876297,same,1.0
research,research,clear,True,research,True,research,0.0012909045908600092,0.0691138282418251,0.0691138282418251,0.014796780806966127,0.03611590340733528,0.03611590340733528,0.9145020842552185,same,1.0
research,research,noisy,True,research,False,childhood,0.0012183644575998187,0.010366353206336498,0.019516007974743843,0.01713995060045272,0.021282915025949478,0.021282915025949478,0.6935234665870667,same,1.0
resort,resort,clear,True,resort,True,resort,0.0013394325505942106,0.10596766322851181,0.10596766322851181,0.018171666994225233,0.045131221413612366,0.045131221413612366,0.9153994917869568,same,1.0
resort,resort,noisy,True,resort,False,nightgown,0.0012058793799951673,0.0002708894317038357,0.016702700406312943,0.021423890996724367,0.02722523733973503,0.02722523733973503,0.6081018447875977,same,1.0
respect,respect,clear,True,respect,True,respect,0.0012698991922661662,0.0527331605553627,0.0527331605553627,0.014581718316301704,0.03238821029663086,0.03238821029663086,0.9222930669784546,same,1.0
respect,respect,noisy,True,respect,False,boredom,0.0012140925973653793,0.006749327760189772,0.022590940818190575,0.023755786874331535,0.029655180871486664,0.029655180871486664,0.577121376991272,same,1.0
response,response,clear,True,response,True,response,0.0012822359567508101,0.0624023899435997,0.0624023899435997,0.015690270172432064,0.03378049284219742,0.03378049284219742,0.9304006099700928,same,1.0
response,response,noisy,True,response,False,body,0.0012058236170560122,0.0005866123246960342,0.02013559453189373,0.026175614750012757,0.033782459795475006,0.033782459795475006,0.5487834811210632,same,1.0
retreat,retreat,clear,True,retreat,True,retreat,0.0013524462701752782,0.11563417315483093,0.11563417315483093,0.022972827254794537,0.05677648261189461,0.05677648261189461,0.9366071224212646,same,1.0
retreat,retreat,noisy,True,retreat,False,breakfast,0.0012099051382392645,0.003389537101611495,0.020379066467285156,0.026548596911132337,0.03271300345659256,0.03271300345659256,0.6122233867645264,same,1.0
revenge,revenge,clear,False,retreat,False,retreat,0.001268465886823833,0.051592644304037094,0.05307213217020035,0.014878458232153207,0.03493937849998474,0.03493937849998474,0.9110923409461975,same,1.0
revenge,revenge,noisy,False,retreat,False,finance,0.0012058342108502984,0.001039910945110023,0.018387986347079277,0.021827636221423745,0.027701139450073242,0.027701139450073242,0.5960172414779663,same,1.0
revolt,revolt,clear,True,revolt,True,revolt,0.0012484980979934335,0.03572165593504906,0.03572165593504906,0.011173660255968571,0.026036392897367477,0.026036392897367477,0.9108324646949768,same,1.0
revolt,revolt,noisy,True,revolt,False,children,0.0012058436404913664,0.0007702382863499224,0.017027493566274643,0.020162286102771758,0.02596094459295273,0.02596094459295273,0.5847711563110352,same,1.0
reward,reward,clear,True,reward,True,reward,0.001301146694459021,0.07700858265161514,0.07700858265161514,0.017501112409867348,0.043898798525333405,0.043898798525333405,0.9119768142700195,same,1.0
reward,reward,noisy,True,reward,False,mortgage,0.0012058692518621683,0.00019976909970864654,0.017930712550878525,0.023703908644616602,0.03106091544032097,0.03106091544032097,0.49646154046058655,same,1.0
ribbon,ribbon,clear,True,ribbon,True,ribbon,0.0012597499880939722,0.044671930372714996,0.044671930372714996,0.010885528604034335,0.025214798748493195,0.025214798748493195,0.895198404788971,same,1.0
ribbon,ribbon,noisy,True,ribbon,False,girdle,0.0012057924177497625,0.001650706515647471,0.019247153773903847,0.017738101369701324,0.024006832391023636,0.024006832391023636,0.6477001309394836,same,1.0
riddle,riddle,clear,True,riddle,True,riddle,0.00130547140724957,0.08029384911060333,0.08029384911060333,0.013086037225089968,0.03360551595687866,0.03360551595687866,0.8836387991905212,same,1.0
riddle,riddle,noisy,True,riddle,False,breakfast,0.0012084315530955791,0.002396024065092206,0.023254455998539925,0.019939820888452232,0.025817995890975,0.025817995890975,0.5343253016471863,same,1.0
rifle,rifle,clear,False,rating,True,rifle,0.0012246564729139209,0.016435619443655014,0.016435619443655014,0.00828915047692135,0.019049081951379776,0.019049081951379776,0.9086053967475891,same,1.0
rifle,rifle,noisy,False,rating,False,chimney,0.0012057468993589282,0.00037174212047830224,0.01727672480046749,0.01820833111461252,0.024468090385198593,0.024468090385198593,0.5291100740432739,same,1.0
riot,riot,clear,True,riot,True,riot,0.001234816387295723,0.02468053251504898,0.02468053251504898,0.009208099076058716,0.02059561014175415,0.02059561014175415,0.901804506778717,same,1.0
riot,riot,noisy,True,riot,False,autumn,0.0012059140717610717,0.0004756028938572854,0.02023700810968876,0.019028751088306307,0.024654585868120193,0.024654585868120193,0.5237125158309937,same,1.0
river,river,clear,True,river,True,river,0.0012313161278143525,0.021842265501618385,0.021842265501618385,0.008826288006734103,0.019747206941246986,0.019747206941246986,0.9221634864807129,same,1.0
river,river,noisy,True,river,False,weather,0.0012058757711201906,0.0006624115630984306,0.018465979024767876,0.018622919627465307,0.02473365142941475,0.02473365142941475,0.5693643093109131,same,1.0
robber,robber,clear,True,robber,True,robber,0.0012504808837547898,0.03728099167346954,0.03728099167346954,0.010530947393272072,0.024098366498947144,0.024098366498947144,0.9070628881454468,same,1.0
robber,robber,noisy,True,robber,False,runner,0.0012058013817295432,0.0013494122540578246,0.015187321230769157,0.016227069789543747,0.020975498482584953,0.020975498482584953,0.6695982217788696,same,1.0
robin,robin,clear,False,rating,False,rating,0.0012397672981023788,0.028694411739706993,0.03255641460418701,0.010699709250591695,0.024980636313557625,0.024980636313557625,0.8975517749786377,same,1.0
robin,robin,noisy,False,rating,False,reward,0.0012058491120114923,0.0014635997358709574,0.016944654285907745,0.01709355210326612,0.021421357989311218,0.021421357989311218,0.6583194136619568,same,1.0
rocker,rocker,clear,True,rocker,True,rocker,0.0012532389955595136,0.03947854042053223,0.03947854042053223,0.010421281246468425,0.024323541671037674,0.024323541671037674,0.9016762375831604,same,1.0
rocker,rocker,noisy,True,rocker,False,major,0.0012073167599737644,0.0022712519858032465,0.016567464917898178,0.016988558721728622,0.023274080827832222,0.023274080827832222,0.622126042842865,same,1.0
rocket,rocket,clear,True,rocket,True,rocket,0.0012747287983074784,0.05648206174373627,0.05648206174373627,0.011410721035674214,0.028543397784233093,0.028543397784233093,0.8854890465736389,same,1.0
rocket,rocket,noisy,True,rocket,False,novel,0.001205954933539033,0.0001661692513152957,0.021297723054885864,0.020007128946483134,0.025241687893867493,0.025241687893867493,0.5022079348564148,same,1.0
romance,romance,clear,True,romance,True,romance,0.0013238023966550827,0.09422854334115982,0.09422854334115982,0.015494917473290116,0.037559427320957184,0.037559427320957184,0.8944635391235352,same,1.0
romance,romance,noisy,True,romance,False,exhaust,0.0012058059219270945,0.0006930302479304373,0.014767746441066265,0.020894706321880223,0.026845870539546013,0.026845870539546013,0.5899989008903503,same,1.0
routine,routine,clear,True,routine,True,routine,0.0013573202304542065,0.11919383704662323,0.11919383704662323,0.016261042559985072,0.041276201605796814,0.041276201605796814,0.8894072771072388,same,1.0
routine,routine,noisy,True,routine,False,disgrace,0.0012057848507538438,0.00025763059966266155,0.02096829004585743,0.02058614996820688,0.026908935979008675,0.026908935979008675,0.5647884011268616,same,1.0
rubber,rubber,clear,True,rubber,True,rubber,0.0012685218825936317,0.05157772824168205,0.05157772824168205,0.010245025381911545,0.024024276062846184,0.024024276062846184,0.8916071057319641,same,1.0
rubber,rubber,noisy,True,rubber,False,atom,0.0012092849938198924,0.0032003014348447323,0.017411958426237106,0.016034525068476795,0.020679375156760216,0.020679375156760216,0.6560599207878113,same,1.0
ruler,ruler,clear,True,ruler,True,ruler,0.0012764801504090428,0.057857636362314224,0.057857636362314224,0.010917248324956745,0.02583104930818081,0.02583104930818081,0.8953242897987366,same,1.0
ruler,ruler,noisy,True,ruler,False,keeper,0.001205798122100532,0.0006050500087440014,0.020160404965281487,0.01775189032126218,0.023794934153556824,0.023794934153556824,0.6108472943305969,same,1.0
rumble,rumble,clear,True,rumble,True,rumble,0.0012468531494960189,0.03438172861933708,0.03438172861933708,0.011259943385608494,0.02647462673485279,0.02647462673485279,0.9046828746795654,same,1.0
rumble,rumble,noisy,True,rumble,False,breakfast,0.001210670336149633,0.0042239343747496605,0.03146620839834213,0.018634546929970384,0.024756498634815216,0.024756498634815216,0.6313323378562927,same,1.0
runner,runner,clear,True,runner,True,runner,0.0012955600395798683,0.07269410043954849,0.07269410043954849,0.015509565542452038,0.03801606595516205,0.03801606595516205,0.9083306789398193,same,1.0
runner,runner,noisy,True,runner,False,cigar,0.0012068129144608974,0.002073177369311452,0.01946202479302883,0.018748080357909203,0.02574896812438965,0.02574896812438965,0.6002670526504517,same,1.0
safety,safety,clear,True,safety,True,safety,0.0012689355062320828,0.05193972960114479,0.05193972960114479,0.010866378057282418,0.026154302060604095,0.026154302060604095,0.8954069018363953,same,1.0
safety,safety,noisy,True,safety,False,issue,0.001210949500091374,0.004264108836650848,0.020812228322029114,0.015518778949975968,0.019222592934966087,0.019222592934966087,0.69573974609375,same,1.0
salad,salad,clear,False,soldier,False,soldier,0.0012482416350394487,0.03550194576382637,0.03798409923911095,0.011400861387141048,0.02726263366639614,0.02726263366639614,0.8938966989517212,same,1.0
salad,salad,noisy,False,soldier,False,teacher,0.0012057637795805931,0.000856302329339087,0.01560455746948719,0.018016149204224348,0.023944778367877007,0.023944778367877007,0.5957867503166199,same,1.0
salute,salute,clear,True,salute,True,salute,0.0012462667655199766,0.033912427723407745,0.033912427723407745,0.010404130071401596,0.024230709299445152,0.024230709299445152,0.8949495553970337,same,1.0
salute,salute,noisy,True,salute,False,disgrace,0.0012058928841724992,0.00013276176468934864,0.02449408359825611,0.019422420546412467,0.025029614567756653,0.025029614567756653,0.5327277183532715,same,1.0
sandal,sandal,clear,True,sandal,True,sandal,0.0012915660627186298,0.06960031390190125,0.06960031390190125,0.013189787850249558,0.03158149868249893,0.03158149868249893,0.9074024558067322,same,1.0
sandal,sandal,noisy,True,sandal,False,romance,0.0012142068007960916,0.006918179336935282,0.02723621390759945,0.018594112982042135,0.024242475628852844,0.024242475628852844,0.6343581676483154,same,1.0
saucer,saucer,clear,False,oyster,True,saucer,0.0012288501020520926,0.0198390893638134,0.0198390893638134,0.009736410923302173,0.0207366906106472,0.0207366906106472,0.929164469242096,same,1.0
saucer,saucer,noisy,False,oyster,False,dollar,0.0012058076681569219,0.000701665529049933,0.014765552245080471,0.018327962232753636,0.022940801456570625,0.022940801456570625,0.6318374276161194,same,1.0
scholar,scholar,clear,True,scholar,True,scholar,0.0012977697188034654,0.07436590641736984,0.07436590641736984,0.01108911516238004,0.027779126539826393,0.027779126539826393,0.8789148926734924,same,1.0
scholar,scholar,noisy,True,scholar,False,household,0.0012086889473721385,0.0023461247328668833,0.01345356460660696,0.018107808596454562,0.022435180842876434,0.022435180842876434,0.5628370046615601,same,1.0
scissors,scissors,clear,True,scissors,True,scissors,0.0013199403183534741,0.09129327535629272,0.09129327535629272,0.014472200353164226,0.036366768181324005,0.036366768181324005,0.9007516503334045,same,1.0
scissors,scissors,noisy,True,scissors,False,brilliant,0.00120594073086977,0.00013507292896974832,0.015108192339539528,0.0201308162426576,0.026153601706027985,0.026153601706027985,0.5510415434837341,same,1.0
scooter,scooter,clear,True,scooter,True,scooter,0.001252944115549326,0.03927337005734444,0.03927337005734444,0.009745153455063701,0.02367786131799221,0.02367786131799221,0.87888103723526,same,1.0
scooter,scooter,noisy,True,scooter,False,manure,0.0012058757711201906,0.0011194723192602396,0.018115775659680367,0.01765539202373475,0.02257622219622135,0.02257622219622135,0.5811841487884521,same,1.0
season,season,clear,False,reading,True,season,0.0012520698364824057,0.038556378334760666,0.038556378334760666,0.01273749229684472,0.029912851750850677,0.029912851750850677,0.9080296754837036,same,1.0
season,season,noisy,False,reading,False,soldier,0.0012077961582690477,0.0028135639149695635,0.026469577103853226,0.01729856904037297,0.024415673688054085,0.024415673688054085,0.6424229145050049,same,1.0
seaweed,seaweed,clear,True,seaweed,True,seaweed,0.0012692814925685525,0.05219005420804024,0.05219005420804024,0.01388007924798876,0.03304902836680412,0.03304902836680412,0.9027877449989319,same,1.0
seaweed,seaweed,noisy,True,seaweed,False,disgrace,0.0012058269931003451,0.00021828712488058954,0.02402147650718689,0.020422346900217235,0.026377789676189423,0.026377789676189423,0.5631372928619385,same,1.0
second,second,clear,True,second,True,second,0.001277828705497086,0.05894189700484276,0.05894189700484276,0.012589544986374676,0.02972383052110672,0.02972383052110672,0.8895017504692078,same,1.0
second,second,noisy,True,second,False,sewer,0.0012078117579221725,0.00230641127564013,0.01318443100899458,0.019035388644784688,0.02369263395667076,0.02369263395667076,0.6118048429489136,same,1.0
seller,seller,clear,False,cellar,False,cellar,0.0012828283943235874,0.06280571222305298,0.06402405351400375,0.013671522539108992,0.032694991677999496,0.032694991677999496,0.9099551439285278,same,1.0
seller,seller,noisy,False,cellar,False,childhood,0.0012071082601323724,0.0023856943007558584,0.02069224789738655,0.018082469733431937,0.02277708798646927,0.02277708798646927,0.6419814825057983,same,1.0
sender,sender,clear,False,minute,False,minute,0.0012392473872750998,0.028282329440116882,0.030144350603222847,0.010540976174175739,0.0245160274207592,0.0245160274207592,0.9012792110443115,same,1.0
sender,sender,noisy,False,minute,False,honour,0.0012058316497132182,0.0002730690757744014,0.014453082345426083,0.018920495021156968,0.024518709629774094,0.024518709629774094,0.5312947034835815,same,1.0
sergeant,sergeant,clear,True,sergeant,True,sergeant,0.0012837076792493463,0.06356113404035568,0.06356113404035568,0.013390424229204655,0.029980503022670746,0.029980503022670746,0.9158884286880493,same,1.0
sergeant,sergeant,noisy,True,sergeant,False,extent,0.0012147976085543633,0.007463721092790365,0.020876435562968254,0.01928193421289325,0.025445420295000076,0.025445420295000076,0.6867862343788147,same,1.0
